gene,region,average_expression,log2FC,pval,adj_pval,direction
ELP2,Ventral,0.1279,0.343,8.56e-5,0.00147,enriched
DHX34,Ventral,0.0412,0.343,0.00265,0.0283,enriched
MIR1577,Ventral,0.2526,0.343,0.00464,0.0451,enriched
REC114,Ventral,0.0898,0.342,4.59e-6,1.1e-4,enriched
HS6ST1,Ventral,0.7243,0.342,5.34e-7,1.58e-5,enriched
AHR1B,Ventral,0.1955,0.341,1.11e-6,3.05e-5,enriched
HMCN1,Ventral,0.1275,0.341,0.00169,0.0197,enriched
GSN,Ventral,0.3029,0.34,6.34e-4,0.0086,enriched
LOC107054301,Ventral,0.1145,0.339,1.69e-5,3.57e-4,enriched
LOC107054678,Ventral,0.0273,0.339,0.00371,0.0377,enriched
LOC769155,Ventral,0.1458,0.339,0.005,0.0477,enriched
BCL2L13,Ventral,0.688,0.338,1.7e-14,2.4e-12,enriched
JMJD1C,Ventral,0.8331,0.338,9.1e-13,9.14e-11,enriched
ATL1,Ventral,0.0385,0.337,0.00411,0.0409,enriched
ALS2,Ventral,0.1733,0.337,1.67e-8,6.84e-7,enriched
TLE3,Ventral,0.5138,0.336,4.88e-6,1.17e-4,enriched
LOC107054323,Ventral,0.1925,0.336,4.62e-5,8.65e-4,enriched
NEURL1B,Ventral,0.2154,0.336,4.98e-4,0.00698,enriched
ACOT13,Ventral,0.4921,0.336,1.44e-6,3.87e-5,enriched
GSTM2,Ventral,0.0546,0.335,0.00135,0.0163,enriched
COMMD10,Ventral,0.4986,0.335,0.00228,0.025,enriched
TMOD3,Ventral,0.4771,0.334,5.17e-14,6.66e-12,enriched
ACSS2,Ventral,0.0793,0.333,0.00093000000000000005,0.0119,enriched
FUT9,Ventral,0.4211,0.333,1.73e-4,0.00275,enriched
FZD3,Ventral,0.5546,0.333,8.05e-10,4.54e-8,enriched
HRAS,Ventral,1.2593,0.333,1.36e-13,1.62e-11,enriched
SLC25A22,Ventral,0.0355,0.332,0.00192,0.0219,enriched
LDHB,Ventral,1.4742,0.33,5.38e-8,1.96e-6,enriched
METRNL,Ventral,0.1823,0.33,0.00329,0.0341,enriched
AGPAT3,Ventral,0.8286,0.329,1.29e-6,3.5e-5,enriched
AP5M1,Ventral,0.0949,0.328,8.3e-4,0.0108,enriched
ZEB1,Ventral,0.4747,0.327,4.2e-5,7.99e-4,enriched
PLEKHA8,Ventral,0.1453,0.325,4.25e-8,1.58e-6,enriched
GALNT3,Ventral,0.0458,0.323,0.00193,0.0219,enriched
PSD3,Ventral,0.2418,0.322,5.73e-5,0.00104,enriched
LHX2,Ventral,0.4655,0.32,2.81e-12,2.57e-10,enriched
SLC7A5,Ventral,0.3083,0.319,2.62e-6,6.58e-5,enriched
CAMKK1,Ventral,0.0591,0.318,1.18e-4,0.00197,enriched
C2H6ORF62,Ventral,0.355,0.318,7.66e-9,3.41e-7,enriched
NFKBIZ,Ventral,0.0617,0.316,1.07e-4,0.0018,enriched
XRCC5,Ventral,0.092,0.315,0.00123,0.0149,enriched
GART,Ventral,0.1654,0.314,1.58e-5,3.37e-4,enriched
FGFR1,Ventral,0.2935,0.314,3.37e-5,6.57e-4,enriched
FGFRL1,Ventral,1.1746,0.314,8.45e-7,2.39e-5,enriched
CD81,Ventral,1.0131,0.314,3.71e-7,1.15e-5,enriched
CMIP,Ventral,0.3651,0.312,4.6e-6,1.1e-4,enriched
PTPRG,Ventral,0.8161,0.312,9.33e-6,2.11e-4,enriched
CRABP2,Ventral,0.4535,0.311,2.64e-5,5.3e-4,enriched
NCOA4,Ventral,0.3121,0.309,6.26e-7,1.83e-5,enriched
CERS6,Ventral,0.3542,0.309,3.29e-9,1.58e-7,enriched
LOC107054413,Ventral,0.098,0.308,0.0029,0.0307,enriched
LOC112531786,Ventral,0.0783,0.308,0.00308,0.0323,enriched
IMPA2,Ventral,0.514,0.308,7.79e-8,2.77e-6,enriched
MAPK12,Ventral,0.3385,0.305,3.37e-7,1.05e-5,enriched
JARID2,Ventral,0.3644,0.304,4.57e-4,0.00647,enriched
CMTM8,Ventral,0.1602,0.302,5.49e-5,0.00101,enriched
PLPPR4,Ventral,0.2681,0.302,6.7e-5,0.00119,enriched
NOC4L,Ventral,0.0992,0.299,0.00128,0.0154,enriched
TSHZ1,Ventral,0.0675,0.297,0.0018,0.0207,enriched
PAK3,Ventral,0.961,0.296,2.09e-8,8.36e-7,enriched
LOC770617,Ventral,0.0613,0.295,0.00377,0.0381,enriched
LOC107049082,Ventral,0.8879,0.295,2.8e-5,5.55e-4,enriched
SLC16A10,Ventral,0.0512,0.295,5.41e-4,0.00749,enriched
SLC16A1,Ventral,1.065,0.294,6.22e-10,3.62e-8,enriched
NUMB,Ventral,0.3668,0.294,1.57e-8,6.47e-7,enriched
TIPARP,Ventral,0.1126,0.294,6.3e-4,0.00856,enriched
ADAMTS7,Ventral,0.1904,0.293,3.82e-5,7.35e-4,enriched
AXIN2,Ventral,0.0617,0.292,0.00312,0.0327,enriched
RAB10L,Ventral,0.0375,0.291,0.00481,0.0462,enriched
BCL11A,Ventral,0.5555,0.291,2.6e-8,1.02e-6,enriched
MAP3K9,Ventral,0.2141,0.291,1.03e-7,3.53e-6,enriched
NIN,Ventral,0.2112,0.291,0.00397,0.0397,enriched
C6H10orf76,Ventral,0.306,0.291,1.45e-6,3.9e-5,enriched
FRMD4A,Ventral,0.9908,0.29,4.13e-7,1.25e-5,enriched
TBCD,Ventral,0.5114,0.29,8.84e-7,2.5e-5,enriched
THOP1,Ventral,0.1343,0.288,0.00139,0.0166,enriched
LOC107049018,Ventral,0.1052,0.286,3.37e-5,6.58e-4,enriched
LRP4,Ventral,0.2065,0.284,0.00168,0.0195,enriched
MLLT11,Ventral,0.1733,0.282,6.6e-5,0.00118,enriched
ZNF277,Ventral,0.1957,0.281,1.4e-8,5.86e-7,enriched
C14H16orf59,Ventral,0.0728,0.281,2.37e-4,0.00365,enriched
DAB2IP,Ventral,0.4218,0.279,0.00257,0.0277,enriched
HECW1,Ventral,0.4043,0.279,2.29e-4,0.00355,enriched
LOC101750687,Ventral,0.0897,0.279,1.37e-4,0.00224,enriched
RTN1,Ventral,0.1287,0.277,0.00382,0.0385,enriched
FAM217B,Ventral,0.0912,0.276,7.43e-4,0.00983,enriched
GAS7,Ventral,0.113,0.275,1.74e-5,3.66e-4,enriched
PREX1,Ventral,0.3768,0.274,1.29e-6,3.49e-5,enriched
LOC101749795,Ventral,0.0729,0.274,0.00433,0.0426,enriched
IGDCC4,Ventral,0.1179,0.273,3.74e-5,7.22e-4,enriched
LOC100857473,Ventral,0.1014,0.273,2.78e-4,0.00419,enriched
FBXL7,Ventral,0.5159,0.272,1.83e-5,3.81e-4,enriched
DECR1,Ventral,0.0766,0.271,0.0047,0.0454,enriched
FEZ1,Ventral,0.214,0.271,9.46e-4,0.012,enriched
MAGI1,Ventral,1.5318,0.27,4.88e-9,2.27e-7,enriched
ITPR1,Ventral,0.1679,0.27,3.88e-7,1.19e-5,enriched
BOD1,Ventral,0.6061,0.27,3.77e-10,2.25e-8,enriched
ATP8,Ventral,0.177,0.27,6.7e-6,1.57e-4,enriched
CCDC80,Ventral,0.3019,0.268,3.71e-5,7.16e-4,enriched
SLC1A3,Ventral,1.0797,0.268,3.82e-4,0.00553,enriched
ATP13A3,Ventral,0.2852,0.267,1.52e-7,5.08e-6,enriched
SLC9A7,Ventral,0.0793,0.266,0.00139,0.0166,enriched
LARGE2,Ventral,0.1446,0.266,0.00109,0.0134,enriched
FSCN1,Ventral,1.0417,0.262,4.41e-8,1.64e-6,enriched
CMTM3,Ventral,0.0941,0.261,0.0042,0.0416,enriched
DYNLL2,Ventral,0.2723,0.261,2.68e-7,8.53e-6,enriched
NDRG1,Ventral,1.0605,0.261,9.03e-5,0.00154,enriched
FAM210B,Ventral,0.2352,0.261,0.00207,0.0231,enriched
ND4L,Ventral,0.3233,0.26,0.00311,0.0326,enriched
XKR4,Ventral,0.948,0.258,3.08e-6,7.63e-5,enriched
COL18A1,Ventral,0.2687,0.258,1.27e-4,0.0021,enriched
LFNG,Ventral,2.1566,0.257,1.2e-10,7.82e-9,enriched
ARL8BL,Ventral,0.4909,0.256,2.71e-6,6.8e-5,enriched
E2F3,Ventral,0.3259,0.256,8.11e-6,1.86e-4,enriched
LOC419390,Ventral,2.275,0.256,5.9e-6,1.4e-4,enriched
ZBTB42,Ventral,0.1367,0.256,8.2e-5,0.00142,enriched
ITGB8,Ventral,0.7831,0.255,9.32e-5,0.00159,enriched
RPS6KA1L,Ventral,0.1251,0.255,4.63e-4,0.00654,enriched
LOC771811,Ventral,0.0874,0.255,0.00136,0.0163,enriched
HIST1H2B7L2,Ventral,0.1357,0.254,0.00142,0.0169,enriched
PLXNB1,Ventral,0.2323,0.252,4.55e-6,1.09e-4,enriched
GSS,Ventral,0.0965,0.251,8e-5,0.00139,enriched
CALCRL,Ventral,0.1001,0.251,9.83e-4,0.0124,enriched
SEMA5B,Ventral,1.4045,0.251,5.43e-6,1.3e-4,enriched
SNX13,Ventral,0.3614,0.25,3.19e-9,1.55e-7,enriched
RNASEK,Ventral,1.2153,0.25,2.19e-5,4.45e-4,enriched
LRP5,Ventral,0.5471,0.25,2.21e-7,7.17e-6,enriched
MIF,Ventral,2.6978,0.248,1e-5,2.25e-4,enriched
SPOCK3,Ventral,1.9725,0.248,2.32e-7,7.53e-6,enriched
OSGIN2,Ventral,0.0836,0.247,0.00203,0.0229,enriched
MSN,Ventral,0.522,0.247,8.94e-12,7.33e-10,enriched
GRAMD4,Ventral,0.6229,0.246,3.55e-8,1.35e-6,enriched
SLC48A1,Ventral,0.0552,0.246,0.00201,0.0227,enriched
TMSB15B,Ventral,1.8021,0.246,9.02e-5,0.00154,enriched
EIF2AK3,Ventral,0.1795,0.246,2.05e-4,0.00321,enriched
UROS,Ventral,0.0489,0.246,0.00467,0.0452,enriched
C8H14ORF80,Ventral,0.1758,0.245,6.31e-4,0.00856,enriched
PLEKHB2,Ventral,0.1806,0.245,1.21e-7,4.1e-6,enriched
FAM19A5,Ventral,0.8078,0.244,0.00511,0.0486,enriched
TMEM168,Ventral,0.1153,0.244,1.59e-4,0.00256,enriched
LOC112531575,Ventral,0.4243,0.24,0.00507,0.0483,enriched
IGFBP4,Ventral,0.2529,0.24,6.28e-4,0.00853,enriched
MMS22L,Ventral,0.1537,0.24,2.11e-5,4.31e-4,enriched
TOM1L2,Ventral,0.251,0.239,1.82e-4,0.00288,enriched
PDRG1,Ventral,0.3561,0.237,4.59e-5,8.59e-4,enriched
PPP3CC,Ventral,0.0495,0.237,0.0033,0.0341,enriched
REEP3,Ventral,0.2026,0.237,9.41e-4,0.012,enriched
HJURP,Ventral,0.4249,0.236,7.72e-7,2.21e-5,enriched
EPB41L3,Ventral,0.1496,0.236,0.00356,0.0364,enriched
SCG5,Ventral,0.1055,0.236,0.00112,0.0137,enriched
MAP1A,Ventral,0.5391,0.235,3.95e-4,0.0057,enriched
ATP1A1,Ventral,0.5873,0.234,9.54e-10,5.31e-8,enriched
MIR1743,Ventral,0.5547,0.234,1.7e-5,3.58e-4,enriched
MIR6625,Ventral,0.2751,0.234,5.77e-5,0.00105,enriched
LOC112532320,Ventral,0.0928,0.233,0.00386,0.0388,enriched
PAWR,Ventral,0.4883,0.232,6.75e-5,0.0012,enriched
CHST10,Ventral,0.2828,0.232,2.51e-7,8.09e-6,enriched
FANCD2,Ventral,0.0527,0.232,0.00389,0.0391,enriched
TMSB4X,Ventral,3.3957,0.231,1.04e-4,0.00176,enriched
DACH1,Ventral,2.8478,0.231,6.46e-11,4.47e-9,enriched
ACVR2B,Ventral,0.519,0.23,1.08e-5,2.4e-4,enriched
TCF7L2,Ventral,1.1196,0.229,1.18e-10,7.72e-9,enriched
NEO1,Ventral,0.6697,0.228,1.56e-7,5.22e-6,enriched
NKAIN4,Ventral,0.9046,0.227,1.8e-4,0.00286,enriched
H2AFX,Ventral,0.1548,0.226,5.5e-4,0.00761,enriched
EMG1,Ventral,0.1596,0.225,0.00167,0.0194,enriched
RBM38,Ventral,1.3517,0.225,7.57e-11,5.16e-9,enriched
MYO1B,Ventral,0.0933,0.225,7.79e-4,0.0103,enriched
FAM124A,Ventral,0.4668,0.223,0.00323,0.0336,enriched
FZD8,Ventral,0.1757,0.222,3.64e-4,0.00529,enriched
SRSF5,Ventral,0.6494,0.222,3.42e-4,0.00502,enriched
NDST2,Ventral,0.3612,0.222,8.17e-6,1.87e-4,enriched
SMUG1,Ventral,0.0791,0.22,0.00237,0.0258,enriched
BNIP3,Ventral,0.3659,0.22,0.00206,0.023,enriched
PEAK1,Ventral,0.2816,0.219,0.00119,0.0145,enriched
SLC6A6,Ventral,0.6651,0.219,5.19e-4,0.00723,enriched
LOC107052240,Ventral,0.812,0.219,0.00104,0.013,enriched
UBE2T,Ventral,0.282,0.219,8.89e-4,0.0114,enriched
SIPA1L1,Ventral,0.5607,0.219,3.41e-6,8.4e-5,enriched
STON2,Ventral,0.9937,0.219,5.04e-7,1.5e-5,enriched
DDHD1,Ventral,0.2438,0.219,0.00442,0.0433,enriched
LOC422928,Ventral,0.1272,0.218,0.0046,0.0448,enriched
EPB41L5,Ventral,0.3176,0.217,0.00157,0.0185,enriched
MRPL57,Ventral,1.0447,0.216,2.19e-7,7.13e-6,enriched
ANK3,Ventral,0.7062,0.216,4.99e-4,0.00698,enriched
SCML2,Ventral,0.1042,0.215,0.00465,0.0452,enriched
ELAC2,Ventral,0.0943,0.215,0.00326,0.0338,enriched
CTNNBIP1,Ventral,0.5561,0.214,4.59e-7,1.37e-5,enriched
C14H7orf50,Ventral,0.1281,0.213,1.97e-4,0.0031,enriched
TTYH3,Ventral,0.6186,0.212,2.51e-8,9.9e-7,enriched
ARHGEF10,Ventral,0.2416,0.211,1e-6,2.78e-5,enriched
ST3GAL5,Ventral,0.1967,0.211,0.00129,0.0156,enriched
C30H19orf53,Ventral,0.2536,0.21,5.33e-4,0.00739,enriched
CUEDC2,Ventral,0.1828,0.21,1.53e-4,0.00247,enriched
TTYH2,Ventral,0.2841,0.209,0.00521,0.0493,enriched
SIL1,Ventral,0.084,0.208,9.19e-4,0.0117,enriched
CNDP2,Ventral,0.3497,0.208,2.43e-4,0.00374,enriched
PALM,Ventral,0.2059,0.208,0.00356,0.0364,enriched
DCLK2,Ventral,0.4812,0.207,0.00107,0.0132,enriched
LOC107056412,Ventral,0.5424,0.207,6.63e-5,0.00118,enriched
RSL24D1,Ventral,0.5936,0.206,1.77e-5,3.7e-4,enriched
SIX6,Ventral,2.1039,0.206,3.96e-5,7.6e-4,enriched
GLUD1,Ventral,0.1549,0.206,9.07e-4,0.0116,enriched
PPP2R2D,Ventral,0.4293,0.206,6.27e-6,1.47e-4,enriched
VIM,Ventral,1.4787,0.205,7.22e-5,0.00127,enriched
PRDM10,Ventral,0.1155,0.205,0.00303,0.0319,enriched
RAB10,Ventral,0.4798,0.205,1.39e-7,4.69e-6,enriched
CECR2,Ventral,0.4822,0.204,2.84e-5,5.62e-4,enriched
CLN6,Ventral,0.4097,0.204,1.72e-5,3.62e-4,enriched
ZDHHC7,Ventral,0.3778,0.204,6e-4,0.0082,enriched
CENPX,Ventral,0.4997,0.202,2.24e-5,4.54e-4,enriched
SNX11,Ventral,0.0956,0.202,0.00205,0.023,enriched
SMYD3,Ventral,0.1948,0.202,0.0016,0.0187,enriched
ARHGEF1,Ventral,0.2203,0.199,0.00162,0.0189,enriched
ADAM9,Ventral,0.3474,0.198,5.72e-5,0.00104,enriched
GCLC,Ventral,0.364,0.198,1.61e-5,3.43e-4,enriched
RNH1,Ventral,0.3574,0.197,5.33e-4,0.00739,enriched
CSRNP3,Ventral,0.4948,0.197,1.81e-4,0.00287,enriched
BAK1,Ventral,0.1883,0.195,0.00119,0.0145,enriched
PLPP3,Ventral,0.8977,0.195,8.18e-7,2.32e-5,enriched
GTF2I,Ventral,0.1491,0.194,8.91e-5,0.00153,enriched
AKT1,Ventral,0.3093,0.194,9.84e-5,0.00166,enriched
KIAA0513,Ventral,0.2706,0.192,0.00489,0.0469,enriched
STON1,Ventral,0.1198,0.191,0.00229,0.0251,enriched
SPSB4,Ventral,0.3601,0.191,2.06e-4,0.00323,enriched
GBE1,Ventral,0.5768,0.188,1.73e-5,3.62e-4,enriched
SOX8,Ventral,0.5394,0.188,0.00107,0.0132,enriched
TCF7L1,Ventral,0.2741,0.188,7.36e-6,1.71e-4,enriched
USP54,Ventral,0.3902,0.188,1.16e-5,2.57e-4,enriched
C18H17orf75,Ventral,0.1303,0.187,5.58e-4,0.00769,enriched
HES1,Ventral,1.4215,0.187,2.15e-6,5.5e-5,enriched
PTPA,Ventral,0.131,0.184,0.00137,0.0165,enriched
CHCHD5,Ventral,0.2115,0.184,0.00234,0.0255,enriched
FTSJ3,Ventral,0.2444,0.183,0.00137,0.0165,enriched
RBP5,Ventral,0.8869,0.182,7.03e-5,0.00124,enriched
CENPV,Ventral,0.2788,0.182,9.66e-5,0.00164,enriched
COMMD1,Ventral,0.4102,0.182,9.97e-6,2.25e-4,enriched
LOC107053686,Ventral,0.0815,0.181,0.00493,0.0471,enriched
GPC4,Ventral,0.1993,0.181,0.00466,0.0452,enriched
AVEN,Ventral,0.164,0.181,1.61e-4,0.00259,enriched
PER2,Ventral,0.3102,0.18,6.58e-4,0.00886,enriched
UBTD2,Ventral,0.2331,0.179,2.52e-4,0.00386,enriched
AMMECR1,Ventral,0.5072,0.179,3.91e-4,0.00565,enriched
OIP5-AS1,Ventral,0.354,0.179,0.0019,0.0216,enriched
FSTL1,Ventral,0.4489,0.178,2.98e-5,5.88e-4,enriched
GPM6B,Ventral,1.8272,0.178,8.46e-6,1.94e-4,enriched
PRMT8,Ventral,0.3014,0.177,1.07e-5,2.38e-4,enriched
NPTN,Ventral,0.7014,0.177,2.64e-6,6.64e-5,enriched
GPX1,Ventral,0.5324,0.177,6.4e-5,0.00114,enriched
PEMT,Ventral,0.1908,0.176,0.00183,0.021,enriched
CDC37,Ventral,0.2159,0.176,0.00101,0.0127,enriched
SH3BGRL,Ventral,0.451,0.176,0.00109,0.0134,enriched
PPME1,Ventral,0.3032,0.174,0.00128,0.0155,enriched
VAC14,Ventral,0.1362,0.173,0.00324,0.0337,enriched
EFL1,Ventral,0.1662,0.172,9.95e-4,0.0125,enriched
SLC25A13,Ventral,0.3277,0.172,2.37e-5,4.79e-4,enriched
LOC107049632,Ventral,0.2074,0.171,0.00464,0.0451,enriched
NUDT7,Ventral,0.2209,0.17,0.00204,0.0229,enriched
AHCTF1,Ventral,0.184,0.169,4.14e-4,0.00594,enriched
ND1,Ventral,2.7906,0.168,3.45e-4,0.00506,enriched
PANX2,Ventral,0.2678,0.167,6.73e-4,0.00902,enriched
DOCK4,Ventral,0.3823,0.167,2.17e-4,0.00338,enriched
WWOX,Ventral,1.1003,0.167,6.07e-4,0.00827,enriched
UBE2QL1,Ventral,0.1752,0.167,0.00433,0.0426,enriched
TMEM218,Ventral,0.1621,0.167,0.00361,0.0368,enriched
LOC107057363,Ventral,2.8646,0.166,9.64e-4,0.0122,enriched
CENPS,Ventral,0.461,0.166,4.85e-4,0.00682,enriched
WASL,Ventral,0.6978,0.164,4.28e-5,8.12e-4,enriched
APC2,Ventral,0.1848,0.164,9.69e-4,0.0123,enriched
COPE,Ventral,0.7259,0.164,2.05e-4,0.00322,enriched
PXYLP1,Ventral,0.3851,0.164,1.2e-4,0.002,enriched
NDUFA5,Ventral,0.7803,0.163,0.00505,0.0482,enriched
OLA1,Ventral,0.5406,0.163,2.2e-4,0.00343,enriched
PDK1,Ventral,0.2948,0.163,0.00127,0.0154,enriched
PRKCI,Ventral,0.2877,0.163,3.81e-5,7.35e-4,enriched
SPG7,Ventral,0.392,0.162,9.02e-5,0.00154,enriched
HYI,Ventral,0.1824,0.162,0.00531,0.05,enriched
FAM168B,Ventral,0.4846,0.162,5.52e-7,1.63e-5,enriched
ZNF536,Ventral,1.5988,0.161,6.81e-7,1.96e-5,enriched
MPC2,Ventral,0.6276,0.159,0.00187,0.0215,enriched
NBEA,Ventral,1.285,0.159,3.07e-5,6.03e-4,enriched
MANF,Ventral,0.939,0.159,8.39e-5,0.00145,enriched
IDH1,Ventral,0.3372,0.159,2.58e-4,0.00392,enriched
FLNB,Ventral,0.7022,0.157,0.00336,0.0346,enriched
HES5,Ventral,2.275,0.157,0.00493,0.0471,enriched
TRIB2,Ventral,0.422,0.157,3.89e-4,0.00562,enriched
SMAD1,Ventral,0.5022,0.157,3.19e-4,0.00472,enriched
ISCU,Ventral,0.2086,0.154,0.00515,0.0489,enriched
CHCHD10,Ventral,0.4392,0.154,0.00184,0.0212,enriched
AES,Ventral,0.5009,0.154,0.00247,0.0268,enriched
ELL,Ventral,0.6211,0.154,7.52e-5,0.00132,enriched
ARHGAP19,Ventral,0.1086,0.154,0.00453,0.0443,enriched
NRCAM,Ventral,1.0341,0.153,4.37e-5,8.25e-4,enriched
C5H14orf4,Ventral,0.8025,0.153,1.04e-5,2.32e-4,enriched
PRPS1,Ventral,0.4674,0.152,6.58e-5,0.00117,enriched
SKI,Ventral,0.7254,0.149,0.00428,0.0422,enriched
RCN2,Ventral,1.0052,0.148,3.41e-5,6.63e-4,enriched
MRPS23,Ventral,0.6025,0.147,8.46e-4,0.011,enriched
NRBP1,Ventral,0.22,0.147,0.00177,0.0204,enriched
IMP3,Ventral,0.3885,0.147,0.001,0.0126,enriched
ENOX2,Ventral,0.2448,0.147,0.00193,0.022,enriched
WASF3,Ventral,0.5198,0.146,0.00196,0.0222,enriched
PTPN11,Ventral,0.5047,0.146,8.24e-5,0.00143,enriched
MMP16,Ventral,0.502,0.146,0.00189,0.0216,enriched
HELLS,Ventral,0.5798,0.146,0.00219,0.0243,enriched
ANKRD13A,Ventral,0.2542,0.145,0.00148,0.0175,enriched
TMEM167B,Ventral,0.5702,0.145,2.45e-5,4.94e-4,enriched
CELSR2,Ventral,0.4187,0.144,0.00511,0.0485,enriched
FAM171B,Ventral,0.7727,0.144,4.56e-4,0.00647,enriched
ANKRD11,Ventral,0.9083,0.143,9.6e-6,2.17e-4,enriched
PREP,Ventral,0.3583,0.143,7.85e-4,0.0103,enriched
PIGS,Ventral,0.1422,0.142,0.00472,0.0456,enriched
NDUFS6,Ventral,0.468,0.141,4.03e-5,7.7e-4,enriched
CTSA,Ventral,0.3729,0.141,8.18e-4,0.0107,enriched
DST,Ventral,0.6138,0.14,9.1e-4,0.0117,enriched
FAM89A,Ventral,0.332,0.139,0.00106,0.0131,enriched
MRPL54,Ventral,1.3925,0.138,2.59e-4,0.00395,enriched
DCK,Ventral,0.3908,0.138,0.00187,0.0214,enriched
DLGAP5,Ventral,0.4143,0.137,0.00325,0.0338,enriched
ATE1,Ventral,0.1994,0.137,4.04e-4,0.00581,enriched
DPM2,Ventral,0.18,0.136,0.00392,0.0393,enriched
LRBA,Ventral,0.5186,0.136,0.00462,0.045,enriched
RSRC1,Ventral,0.4361,0.136,1.17e-4,0.00196,enriched
SELENOH,Ventral,0.8421,0.135,2.79e-4,0.00419,enriched
MIR1652,Ventral,0.2715,0.134,0.00165,0.0192,enriched
FNDC3B,Ventral,0.3211,0.134,0.00205,0.023,enriched
FBN1,Ventral,1.015,0.133,4.13e-4,0.00593,enriched
SMAD5,Ventral,1.2566,0.132,2.55e-5,5.13e-4,enriched
RRAGD,Ventral,0.3885,0.132,0.00216,0.024,enriched
CYFIP1,Ventral,0.8129,0.131,0.00313,0.0327,enriched
TERF1,Ventral,0.3561,0.131,0.00525,0.0496,enriched
OST4,Ventral,1.5656,0.131,8.51e-6,1.94e-4,enriched
NAXD,Ventral,0.532,0.129,7.44e-5,0.00131,enriched
SLC30A4,Ventral,0.2848,0.129,0.00217,0.0241,enriched
STRN,Ventral,0.6935,0.129,1.25e-4,0.00208,enriched
SPC25,Ventral,0.7357,0.129,0.00456,0.0446,enriched
GNAI1,Ventral,0.588,0.128,0.00211,0.0235,enriched
TMUB1,Ventral,0.3586,0.128,6.54e-4,0.00882,enriched
SYF2,Ventral,0.367,0.128,0.00443,0.0434,enriched
DNMT1,Ventral,0.2013,0.128,0.00472,0.0456,enriched
KIAA1429,Ventral,0.2628,0.127,0.00219,0.0243,enriched
SMAP2,Ventral,0.2094,0.126,0.00346,0.0356,enriched
UQCR11,Ventral,0.9279,0.125,6.23e-5,0.00112,enriched
POLR1D,Ventral,0.3914,0.125,0.00284,0.0302,enriched
COL11A1,Ventral,0.795,0.125,0.00273,0.0291,enriched
ATP5J2,Ventral,1.2302,0.124,4.92e-4,0.00691,enriched
MTPAP,Ventral,0.2719,0.124,0.00108,0.0133,enriched
ANAPC11,Ventral,0.34,0.123,0.00417,0.0414,enriched
WTAP,Ventral,0.6326,0.122,7.58e-5,0.00132,enriched
LYSMD2,Ventral,0.3457,0.121,0.00527,0.0497,enriched
ERP29,Ventral,0.3347,0.121,8.5e-4,0.011,enriched
COX6A1,Ventral,2.0575,0.121,2.13e-8,8.5e-7,enriched
UGGT1,Ventral,0.2041,0.118,0.00332,0.0343,enriched
CBX1,Ventral,0.7688,0.117,5.07e-4,0.00707,enriched
MLLT1,Ventral,0.4376,0.117,3.46e-4,0.00506,enriched
SOX11,Ventral,1.5345,0.117,1.67e-4,0.00268,enriched
DEK,Ventral,1.01,0.116,8.51e-5,0.00146,enriched
STAU1,Ventral,0.7341,0.116,1.23e-5,2.68e-4,enriched
RER1,Ventral,0.3897,0.116,0.00261,0.028,enriched
TOP2A,Ventral,1.423,0.116,0.00509,0.0484,enriched
PFDN5,Ventral,0.5522,0.116,9.64e-4,0.0122,enriched
TM2D2,Ventral,0.599,0.115,0.00447,0.0437,enriched
UFC1,Ventral,0.4793,0.115,0.00293,0.0309,enriched
MEMO1,Ventral,0.4282,0.115,0.00317,0.0331,enriched
ARFGEF1,Ventral,0.5486,0.113,0.00164,0.0191,enriched
LMNB2,Ventral,1.2382,0.113,0.00188,0.0215,enriched
MAPKAP1,Ventral,0.3189,0.111,0.00199,0.0225,enriched
MRPL34,Ventral,0.5753,0.111,6.55e-4,0.00883,enriched
SLC2A1,Ventral,1.874,0.11,0.00469,0.0454,enriched
NDUFA10,Ventral,0.8504,0.109,0.0022,0.0243,enriched
RRM1,Ventral,0.4845,0.108,0.00425,0.042,enriched
HMGN4,Ventral,1.9366,0.108,0.00266,0.0284,enriched
PLEKHA7,Ventral,0.4698,0.108,8.69e-4,0.0112,enriched
CDK5RAP2,Ventral,0.4787,0.107,4.88e-4,0.00686,enriched
MYL6,Ventral,0.7807,0.107,0.0041,0.0409,enriched
CCDC88C,Ventral,1.014,0.106,1.06e-5,2.36e-4,enriched
DPYSL2,Ventral,0.9171,0.105,0.0049,0.0469,enriched
LARP7,Ventral,0.4138,0.104,0.00294,0.031,enriched
DYNC1H1,Ventral,1.1051,0.104,4.62e-4,0.00653,enriched
XRN2,Ventral,0.5062,0.103,0.00396,0.0397,enriched
QKI,Ventral,1.6603,0.103,1.18e-4,0.00197,enriched
PTGES3L,Ventral,0.3621,0.102,0.00324,0.0337,enriched
ANP32E,Ventral,1.068,0.101,2.74e-5,5.47e-4,enriched
HNRNPD,Ventral,0.5886,0.099,0.00386,0.0388,enriched
UQCR10,Ventral,1.2348,0.097,0.00209,0.0233,enriched
BCL7A,Ventral,0.8987,0.096,0.00115,0.0141,enriched
RALBP1,Ventral,0.7526,0.096,1.29e-4,0.00213,enriched
USMG5,Ventral,0.9687,0.096,7.76e-4,0.0102,enriched
LOC107049011,Ventral,1.469,0.096,5.2e-4,0.00723,enriched
NDUFA2,Ventral,0.7081,0.095,4.31e-4,0.00616,enriched
ERLIN2,Ventral,0.7402,0.095,0.00242,0.0263,enriched
